,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dataset: Input-Output Tables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variable,,DOMIMP: Domestic output and imports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country,,CHN: China (People's Republic of),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unit,,"US Dollar, Millions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,6,6,7,7,6,6,6,7,8,9,7,7,9,9,10,10,10,10,10,13,12,12,13
Column sector (to:),,"C01T05: Agriculture, hunting, forestry and fishing",C10T14: Mining and quarrying,"C15T16: Food products, beverages and tobacco","C17T19: Textiles, textile products, leather and footwear",C20: Wood and products of wood and cork,"C21T22: Pulp, paper, paper products, printing and publishing","C23: Coke, refined petroleum products and nuclear fuel",C24: Chemicals and chemical products,C25: Rubber and plastics products,C26: Other non-metallic mineral products,C27: Basic metals,C28: Fabricated metal products,"C29: Machinery and equipment, nec","C30T33X: Computer, Electronic and optical equipment","C31: Electrical machinery and apparatus, nec","C34: Motor vehicles, trailers and semi-trailers",C35: Other transport equipment,C36T37: Manufacturing nec; recycling,"C40T41: Electricity, gas and water supply",C45: Construction,C50T52: Wholesale and retail trade; repairs,C55: Hotels and restaurants,C60T63: Transport and storage,C64: Post and telecommunications,C65T67: Financial intermediation,C70: Real estate activities,C71: Renting of machinery and equipment,C72: Computer and related activities,C73T74: R&D and other business activities,C75: Public administration and defence; compulsory social security,C80: Education,C85: Health and social work,"C90T93: Other community, social and personal services",C95: Private households with employed persons,HFCE: Households final consumption expenditure,NPISH: Non-profit institutions serving households,GGFC: General Government final consumption,GFCF: Gross Fixed Capital Formation,INVNT: Changes in inventories,CONS_ABR: Direct purchases abroad by residents (imports),CONS_NONRES: Direct purchases by non-residents (exports),EXPO: Exports (cross border),IMPO: Imports (cross border)
Row sector (from:),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IMP_C01T05: Agriculture, hunting, forestry and fishing",1,799.3,14.4,3954.3,1952.2,347.4,149.3,1.6,296.6,207,3.5,5.8,1.5,7.7,35.9,11.8,7.1,1.5,386.3,0.2,3.7,0.4,3.6,2019.4,0.1,0.1,0.2,0,0.1,0.7,0.1,0.2,0.5,0.5,0,4261.8,0,93.8,475.8,99.4,13,0,0,13139
IMP_C10T14: Mining and quarrying,2,156.4,4556,401.2,624.3,162.9,259.4,23266,8725.3,270,6069,2106.2,7263.4,898.9,265.7,299.8,242.8,53.3,293.6,125.9,34.2,0.4,1.8,2019.7,0.5,0.1,2.2,0,0.5,2.5,1.6,1.9,3.7,2.7,0,613.3,0,0.2,18.8,285.5,5.9,0,0,57023.7
"IMP_C15T16: Food products, beverages and tobacco",3,673.7,17.2,2985.7,847,40.7,32.8,26.3,360.5,61.2,21.4,46.2,34.4,63.4,389.5,92,48.6,13.1,96.1,0.9,2019.2,2019.2,23.5,2,0.8,0.4,1,0,0.4,2019.9,0.5,1,2019.1,2019.3,0,5191.3,0,5.1,52.7,195.6,1742.1,0,0,13081
"IMP_C17T19: Textiles, textile products, leather and footwear",3,5.2,2019.1,17.2,9886.2,50.2,72.8,4.4,82.9,156,13.8,2019.2,16.9,70.5,364.1,101.4,103.1,10.5,597.1,1,2019.4,2019.2,0.9,2019.9,0.8,0.3,1.3,0.1,0.6,3,2019.1,0.5,2019.1,5,0,3352.3,0,0.1,12.7,0.8,949.8,0,0,15940.6
IMP_C20: Wood and products of wood and cork,3,5.3,2019.8,9.6,25,829,84.8,1.8,19.1,18.2,2019.2,138.2,6.3,45.5,189.1,65.4,26.7,9.9,277.3,0.5,60.7,0.6,0.6,1.1,0.2,0.1,0.3,0,0.4,1.9,2019.1,2019.9,7.3,3.8,0,39.9,0,0.1,6.9,0.3,8.1,0,0,1939.9
"IMP_C21T22: Pulp, paper, paper products, printing and publishing",3,23.1,28.9,722.9,718,140.4,3852,7.4,506.2,306.3,304.3,299.4,22.2,190.8,2130.3,692.9,113.8,47.5,435.8,4.9,7.6,2019.2,4.1,6.1,43.6,2019.3,2019.5,1.4,2019.9,88.1,43.8,2019.3,2019.7,47.8,0,114.6,0,5.5,18.6,91.2,19.4,0,0,11158.9
"IMP_C23: Coke, refined petroleum products and nuclear fuel",3,268.9,584.4,124.5,291.2,73.4,98.7,547,3137.5,234,511.4,459.9,913.1,417.8,261.3,180.9,164.8,71.3,123.8,361.6,389.6,33.3,25.1,1658.4,24.2,25.2,124.3,2.6,32,157.2,91.9,38.2,36.6,80.1,0,230.8,0,0.4,11.4,1.9,183.2,0,0,11971.9
IMP_C24: Chemicals and chemical products,3,1695.2,506.8,455.2,6530,915.4,1600.1,200.4,15076.6,10005.5,997.1,1157.9,328.6,714,10303.4,2568.6,825.7,253.4,1176.7,12.3,141.5,9.9,7.4,2019.5,7.8,4.2,31.2,0.9,11.4,56.1,2019.8,11,613,89.1,0,2591.6,0,2.1,60.6,223.4,389.8,0,0,59609.4
IMP_C25: Rubber and plastics products,3,56.6,83.3,272.3,325.1,50.3,212.9,7.8,401.6,1813.9,73.7,197.4,18.7,396.4,2328.6,826.6,463.7,101.1,237.8,4.3,53.9,2019.8,3.4,2019.3,3.9,0.3,11,0.2,2.1,10.3,1.3,3.1,7.7,2019.8,0,277.7,0,0.1,71.1,61,18.1,0,0,8438.3
IMP_C26: Other non-metallic mineral products,3,6.5,34.5,39.5,32.6,14.2,8.5,12.8,65.9,20.7,310.9,60.8,64.4,51.2,1355.5,192.7,44.5,8.4,57.8,1.1,141.4,0.3,0.4,1,0.5,0.1,2019.3,0,0.3,1.3,1,1.1,2.4,0.9,0,61,0,0.2,24,0.5,3.9,0,0,2625.2
IMP_C27: Basic metals,3,10.7,409.6,32.4,64.6,122,97.5,304.8,330.6,183.9,265.5,7298.6,4849.9,5432.5,6780.6,10117,2347.8,549.7,916.6,8.2,1455.6,1.8,0.3,19.8,0.9,0.1,11.2,0.2,2.7,13.4,0.2,2.6,1.7,7.3,0,36.7,0,0.1,55.7,4.4,12.1,0,0,41749.3
IMP_C28: Fabricated metal products,3,13.5,66.2,46,65.7,59.9,49,10.9,82.4,71.9,83.9,1026.1,102.5,539.3,2076.5,738.6,195,89.2,196.5,20.2,275.4,2.6,2.8,12.9,11.3,1.7,38.8,0.9,11.4,56.1,5.4,4.7,9.6,9.8,0,159,0,0.2,563.1,2.6,38.3,0,0,6740.3
"IMP_C29: Machinery and equipment, nec",3,167.9,1008,118.7,633.5,126.3,180.2,188.3,585.1,313.6,408.2,1538.2,668.5,8501.2,3864.8,2383.4,2937.5,1320.1,99.3,98.4,464.1,24.5,5.8,156.2,60.8,13.8,47.5,1.2,15,74.1,9.3,12.5,249.5,14.8,0,70.3,0,0.8,20609.9,143.3,464.1,0,0,47578.8
