,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dataset: Input-Output Tables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variable,,DOMIMP: Domestic output and imports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country,,CHN: China (People's Republic of),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unit,,"US Dollar, Millions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,6,6,7,7,6,6,6,7,8,9,7,7,9,9,10,10,10,10,10,13,12,12,13
Column sector (to:),,"C01T05: Agriculture, hunting, forestry and fishing",C10T14: Mining and quarrying,"C15T16: Food products, beverages and tobacco","C17T19: Textiles, textile products, leather and footwear",C20: Wood and products of wood and cork,"C21T22: Pulp, paper, paper products, printing and publishing","C23: Coke, refined petroleum products and nuclear fuel",C24: Chemicals and chemical products,C25: Rubber and plastics products,C26: Other non-metallic mineral products,C27: Basic metals,C28: Fabricated metal products,"C29: Machinery and equipment, nec","C30T33X: Computer, Electronic and optical equipment","C31: Electrical machinery and apparatus, nec","C34: Motor vehicles, trailers and semi-trailers",C35: Other transport equipment,C36T37: Manufacturing nec; recycling,"C40T41: Electricity, gas and water supply",C45: Construction,C50T52: Wholesale and retail trade; repairs,C55: Hotels and restaurants,C60T63: Transport and storage,C64: Post and telecommunications,C65T67: Financial intermediation,C70: Real estate activities,C71: Renting of machinery and equipment,C72: Computer and related activities,C73T74: R&D and other business activities,C75: Public administration and defence; compulsory social security,C80: Education,C85: Health and social work,"C90T93: Other community, social and personal services",C95: Private households with employed persons,HFCE: Households final consumption expenditure,NPISH: Non-profit institutions serving households,GGFC: General Government final consumption,GFCF: Gross Fixed Capital Formation,INVNT: Changes in inventories,CONS_ABR: Direct purchases abroad by residents (imports),CONS_NONRES: Direct purchases by non-residents (exports),EXPO: Exports (cross border),IMPO: Imports (cross border)
Row sector (from:),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IMP_C01T05: Agriculture, hunting, forestry and fishing",1,246.4,7.8,981.7,273.9,45.5,22,0.8,55.9,2019.5,1.5,1,0.4,0.9,0.8,0.6,0.5,0.1,32.6,0,0.6,0.2,0.9,0.1,0,0,0,0,0,0,0,0,0,0.1,0,1347.1,0,6.5,109.6,0.7,5.7,0,0,3173.8
IMP_C10T14: Mining and quarrying,2,24.2,280.7,44.9,34.8,11.8,17,2261.4,623.1,14,387.7,174.1,608.4,74.1,22,68.3,20.8,4.5,16.1,2019.9,2019.3,0.2,0.2,0.4,0,0,0.2,0,0,0.1,0.1,0.4,0.2,0.3,0,74,0,0.1,2.3,47.9,1.9,0,0,4828.6
"IMP_C15T16: Food products, beverages and tobacco",3,204.4,1.5,975.3,192.7,1.3,1.4,1.8,78.6,4.8,1.6,0.8,1.1,1.9,7.5,2.5,1,2.3,5.3,0.1,0.5,2019.8,5.6,0.2,0.1,0.1,0,0,0.1,0.2,0.1,0.3,0.3,0.9,0,1955.9,0,0.2,9,84.7,641.1,0,0,4186.8
"IMP_C17T19: Textiles, textile products, leather and footwear",3,6.1,12.8,19.1,5336.9,13.6,24.3,3.7,67.1,154,2019.5,6.8,6.7,2019.4,32.6,17.2,13,1.8,199.3,0.4,2019.5,2019.3,0.6,0.4,0.3,0.2,0.1,0,0.1,0.3,2019.7,0.3,0.8,2019.4,0,2637.9,0,0,4.1,123.6,352.7,0,0,9079
IMP_C20: Wood and products of wood and cork,3,6.9,12.2,8.5,14.5,381.8,14.5,1.6,9.7,6.5,5.3,21.8,4.7,13.2,45.8,20.1,9.8,3.6,415.9,0.4,52,1.6,0.3,0.7,0.1,0.1,0.3,0,0.2,0.5,1.2,2.3,0.5,2.4,0,45.6,0,0,2,0.2,1.5,0,0,1108.3
"IMP_C21T22: Pulp, paper, paper products, printing and publishing",3,10.5,8,604.9,289.4,32.6,1169.5,3.7,261.8,103.6,161.9,44.8,8.7,43.7,493.1,334.4,19.3,10.6,268.3,1,3.1,56.8,2.4,1.9,8.8,9.3,1.7,0.2,4,2019.2,2019.4,23,2.9,32.8,0,105.1,0,2.5,4.3,87.2,2.4,0,0,4254.7
"IMP_C23: Coke, refined petroleum products and nuclear fuel",3,181.2,148,49.5,60.5,17.7,28.8,214.1,419.2,53.2,148.9,76.4,209.9,83.5,56.1,61.4,36.7,19.7,36.2,120.6,251.1,84.5,8.8,254.6,4.5,6.2,6,0.1,2.8,8.5,2019.1,7.1,3.6,66.7,0,45,0,0,3.7,0.9,37,0,0,2836.1
IMP_C24: Chemicals and chemical products,3,756.6,172.3,369.5,3120.5,177.3,238,99.2,4756.7,2190,160.2,153.5,89.7,113.9,1466.9,676.4,92.4,51.6,391.1,5.3,46.1,2019.8,3.8,2,0.5,1.5,0.7,0,1,2.9,3.8,7.4,122.6,2019.6,0,1108.7,0,0.6,23,178.7,144.7,0,0,16774.7
IMP_C25: Rubber and plastics products,3,26.1,41.5,114.2,155.6,5.9,2019.3,5.8,165.1,423.1,2019.3,27,10.7,87.6,475.2,349.8,88.3,23.5,90.5,1.5,2019.6,2019.5,1,5.3,0.7,0.2,0.3,0,0.2,0.6,0.4,0.5,2.2,2.6,0,119.3,0,0,19.7,56,3.8,0,0,2377.9
IMP_C26: Other non-metallic mineral products,3,4.8,15,39.1,20,4.1,3.9,12.7,41.4,7.5,94.8,2019.5,39.3,16.4,389.9,91,12.2,2.1,17.4,0.6,62.6,1.4,0.2,0.3,0.1,0.1,2019.8,0,0.1,0.3,0.6,0.5,0.2,0.6,0,71.4,0,0,6.9,0.3,0.8,0,0,980.9
IMP_C27: Basic metals,3,3.5,123,17.5,26.2,4.2,8.5,27.1,68.6,41.2,64.7,1405.8,1804.6,1040.6,780.1,2526.9,438.4,207.3,248.3,4.2,469.7,2.1,0.3,5.4,0.7,0,3.3,0,0.6,1.9,0.1,1.1,0.3,2.2,0,23.4,0,0,15.9,0.6,1,0,0,9369.4
IMP_C28: Fabricated metal products,3,11.4,46.9,96.4,83.7,21.3,12.3,9.7,69.6,41.6,44.3,295.4,46.2,164.2,552.3,358.4,64.6,33.2,157.6,6.3,180.8,9.3,1.8,2.5,2.4,1.3,2.4,0.1,1.9,5.9,7.4,2.9,1.7,2.8,0,163.6,0,0.1,242.7,17.7,4.4,0,0,2767
"IMP_C29: Machinery and equipment, nec",3,181.2,388.9,138.7,521.9,27.1,80,141.5,313.9,93.7,159.4,158.2,282.8,2002.6,592.1,746.7,731.4,442.6,60.9,46.6,128.3,48.2,3,35.1,18.5,10.4,7.2,0.2,3.5,10.7,19.6,8.2,26.5,20.8,0,58.5,0,0.3,7116.2,84.5,158.3,0,0,14868.2
